Index,Plaza Name,Sate,City,Geo Codes,Longitude,Latitudes,Road Width (pixels),Road Width (m),Congestion_Level,lat,lon,2023,2024
40,"ALEP Ramp
Plaza 77",Uttar Pradesh,Etawah,"26.966501,78.812958",26.966501,78.812958,852.0,54.31,1.807991321641656,26.966501,78.812958,12.55999947,11.60909081
41,"ALEP Ramp
Plaza 92",Uttar Pradesh,Saifai,"27.015798,78.946526",27.015798,78.946526,789.0,49.86,1.966181675186787,27.015798,78.946526,14.79500008,13.1072731
42,"ALEP Ramp
Plaza220",Uttar Pradesh,Kanpur,"26.912105,80.027101",26.912105,80.027101,735.0,46.04,2.125850340136055,26.912105,80.027101,12.89750004,14.68727303
43,"Aliyapur Toll
Plaza",Uttar Pradesh,"Kanpur
Nagar","26.06978,80.163008",26.06978,80.163008,966.0,62.37,1.578033769922676,26.06978,80.163008,3.804999828,4.369091034
44,"Allonia Toll
Plaza",Madhya Pradesh,Seoni,"22.269666,79.545141",22.269666,79.545141,625.0,38.27,2.546473134708429,22.269666,79.545141,1.0,1.0
45,,,,,,,,,,32.199801,77.188008,1.664999962,1.202727318
46,Alva Toll Plaza,Gujarat,Bayad,"23.2730374,73.2044535",23.2730374,73.2044535,492.0,28.87,3.347840642785403,23.2730374,73.2044535,1.0,1.0
47,"Amakthadu Toll
Plaza",Andhra Pradesh,Kurnool,"15.486433,77.901078",15.486433,77.901078,933.0,60.04,1.63826998689384,15.486433,77.901078,1.676666617,1.2590909
48,"Amarpura Toll
Plaza",Rajasthan,"Hanumagar
h","29.085436, 75.320028",29.085436,75.320028,1003.0,64.98,1.515610791148833,29.085436,75.320028,1.975833297,1.547272682
49,"Ambala
Chandigarh",Punjab,"Sahibzada
Ajit Singh","30.527449,76.813037",30.527449,76.813037,629.0,38.55,2.528445006321113,30.527449,76.813037,13.72666645,14.8381815
50,"Amdi TOLL
PLAZA",Uttar Pradesh,Lohra,"26.369652,82.886172",26.369652,82.886172,875.0,55.94,1.756234632946962,26.369652,82.886172,2.920833349,2.450909138
51,"Aminbhavi Toll
Plaza",Karnataka,Dharwad,"15.528545, 75.049936",15.528545,75.049936,930.0,59.82,1.644195988161789,15.528545,75.049936,2.291666746,2.334545374
52,"Amlaha toll
plaza",Madhya Pradesh,Sehore,"23.1021426,76.875811",23.1021426,76.875811,580.0,35.09,2.770850651149903,23.1021426,76.875811,2.735000134,5.676363468
53,Amoli Toll Plaza,Rajasthan,Bharatpur,"27.101301,77.090874",27.101301,77.090874,808.0,51.2,1.915708812260536,27.101301,77.090874,5.852499962,6.171818256
54,"Amora
Moiddinpur Kala",Uttar Pradesh,Azamgarh,"25.98111111, 83.05694444",25.98111111,83.05694444,738.0,46.25,2.116402116402116,25.98111111,83.05694444,1.905833364,4.357272625
55,,,,,,,,,,29.366693,76.481095,16.15166664,14.18181801
56,"AMTL-TP-01
Vasna-Iyava",Gujarat,Vasna-Iyava,"23.0073, 72.3477",23.0073,72.3477,854.0,54.45,1.803426510369702,23.0073,72.3477,14.3241663,13.39727306
57,"AMTL-TP02-
Malvan",Gujarat,Malvan,"23.0709, 71.7850",23.0709,71.785,677.0,41.94,2.328830926874709,23.0709,71.785,6.465000153,5.704545498
58,"AMTL-TP03-
Soldi",Gujarat,Soldi,"23.0009, 71.3728",23.0009,71.3728,630.0,38.62,2.523977788995457,23.0009,71.3728,8.739999771,7.758182049
59,"AMTL-TP04-
Aniyari",Gujarat,Aniyari,"23.0725, 70.8583",23.0725,70.8583,607.0,37.0,2.631578947368421,23.0725,70.8583,3.832499981,4.650908947
60,Anand Toll Plaza,Gujarat,Anand,"22.594556,72.981298",22.594556,72.981298,550.0,32.97,2.943773918163085,22.594556,72.981298,8.817500114,10.27090931
61,"Anantram Toll
Plaza",Uttar Pradesh,Auraiya,"26.594931,79.268034",26.594931,79.268034,659.0,40.67,2.399808015358771,26.594931,79.268034,14.27499962,12.0163641
62,Andiyari,Uttar Pradesh,Prayagraj,"25.6123510,81.6420360",25.612351,81.642036,587.0,35.58,2.733734281027884,25.612351,81.642036,5.065833569,5.371818066
63,"Anewadi Toll
Plaza",Maharashtra,Satara,"17.810312,73.971381",17.810312,73.971381,663.0,40.95,2.383790226460071,17.810312,73.971381,8.261666298,8.827272415
64,Ankadhal,Maharashtra,Solapur,"17.35945,75.079423",17.35945,75.079423,681.0,42.23,2.313208420078649,17.35945,75.079423,14.58083344,12.5363636
65,"Annampalli Toll
Plaza",Andhra Pradesh,Annampalli,"16.672222, 82.147222",16.672222,82.147222,877.0,56.08,1.751927119831815,16.672222,82.147222,2.458333254,2.295454502
66,"ANTARVELIYA
Toll Plaza",Madhya Pradesh,Ratlam,"22.865400, 74.551900",22.8654,74.5519,783.0,49.43,1.98294665873488,22.8654,74.5519,1.551666737,1.640909076
67,Anumandhai,Tamil Nadu,Chennai,"12.1239228,79.9107642",12.1239228,79.9107642,766.0,48.23,2.031281738777169,12.1239228,79.9107642,2.494166613,1.916363597
68,ARAMBHA TOLL PLAZA,Maharashtra,Arambha,"20.553225,78.971649",20.553225,78.971649,793.0,50.14,1.955416503715291,20.553225,78.971649,1.0,1.0
69,"Arjunalli toll
plaza",Maharashtra,Thane,"19.361481,73.165874",19.361481,73.165874,856.0,54.59,1.798884691491275,19.361481,73.165874,13.72666645,15.74727249
70,Aroli,Rajasthan,Bhilwara,"25.091152,75.198814",25.091152,75.198814,722.0,45.12,2.168256721595837,25.091152,75.198814,9.950833321,12.58363628
71,"Asanpur  Toll
Plaza",Bihar,Supaul,"26.297778,86.632891",26.297778,86.632891,801.0,50.71,1.933861922258751,26.297778,86.632891,3.404999971,3.419090986
72,"Ashiv TOLL
PLAZA",Maharashtra,Ausa,"18.1278333,76.3583021",18.1278333,76.3583021,614.0,37.49,2.598077422707196,18.1278333,76.3583021,4.739166737,2.898181915
73,Ashta Toll Plaza,Maharashtra,Ashta,"18.470159, 76.751146",18.470159,76.751146,795.0,50.28,1.950078003120125,18.470159,76.751146,1.0,6.690000057
74,,,,,,,,,,28.725089,76.846528,6.81916666,7.800909042
75,"Asroga Toll
Plaza",Uttar Pradesh,Sultanpur,"26.301062,81.9459196",26.301062,81.9459196,655.0,40.39,2.416042522348393,26.301062,81.9459196,5.072500229,4.916363716
76,,,,,,,,,,32.44013,77.1651,1.0,1.011818171
77,Athur Toll Plaza,Tamil Nadu,"Kanchipura
m","12.346862,79.779856",12.346862,79.779856,640.0,39.33,2.479543763947434,12.346862,79.779856,4.943333149,4.355454445
78,"ATRAILA SHIV
GULAM Toll",Uttar Pradesh,Lalganj,"24.960572,82.276151",24.960572,82.276151,696.0,43.29,2.257846014901784,24.960572,82.276151,2.050833225,2.084545374
79,ATTIBELLE,Karnataka,"Bangalore
Urban","12.776883,77.777119",12.776883,77.777119,653.0,40.25,2.424242424242424,12.776883,77.777119,37.17666626,32.1427269
80,Baberu Km 43,Uttar Pradesh,Banda,"25.4913,80.4700",25.4913,80.47,610.0,37.21,2.617115938236064,25.4913,80.47,7.465000153,11.63727283
81,"Babhaniyawan
Toll Plaza",Bihar,Patna,"25.498322, 84.488333",25.498322,84.488333,791.0,50.0,1.96078431372549,25.498322,84.488333,10.13249969,7.799090862
82,Babina Toll Plaza,Uttar Pradesh,Jhansi,"25.216966,78.464471",25.216966,78.464471,804.0,50.92,1.926040061633282,25.216966,78.464471,6.047500134,5.398181915
83,Bachhwan,Punjab,Balachaur,"31.0114039,76.3898170",31.0114039,76.389817,765.0,48.16,2.034174125305126,31.0114039,76.389817,7.658333302,6.840000153
84,"Badagaon Toll
Plaza",Uttar Pradesh,Balrampur,"27.5055780,82.3748240",27.505578,82.374824,794.0,50.21,1.952743604764694,27.505578,82.374824,3.108333349,2.50363636
85,,,,,,,,,,19.223505,81.932872,1.0,1.011818171
86,"Badarpur
faridabad Toll",Haryana,Faridabad,"28.476208,77.305485",28.476208,77.305485,787.0,49.72,1.971608832807571,28.476208,77.305485,48.60833359,51.02545547
87,"Badauri Toll
Plaza",Uttar Pradesh,Fatehpur,"26.065386,80.657641",26.065386,80.657641,851.0,54.24,1.810282404055032,26.065386,80.657641,16.19416618,28.66909027
88,"Badava Toll
Plaza",Andhra Pradesh,Mylavaram,"16.8503326,80.6335241",16.8503326,80.6335241,884.0,56.57,1.737015806843842,16.8503326,80.6335241,1.231666684,1.0
89,,,,,,,,,,30.2476529,75.6396108,2.75,2.724545479
90,,,,,,,,,,19.172077,75.346182,1.225833297,1.326363683
91,"Badgaon Toll
Plaza",Madhya Pradesh,Khandwa,"21.298056,76.321111",21.298056,76.321111,823.0,52.26,1.877581674802854,21.298056,76.321111,1.102499962,1.076363683
92,"Badi Baktara
Toll Plaza",Madhya Pradesh,Shahganj,"22.879111,77.830472",22.879111,77.830472,636.0,39.05,2.496878901373284,22.879111,77.830472,1.463333368,1.433636427
93,"Badi Ghati Toll
Plaza",Rajasthan,Pushkar,"26.5475364,74.5069619",26.5475364,74.5069619,713.0,44.49,2.198285337436799,26.5475364,74.5069619,1.990833282,2.030909061
94,"Badkapara Fee
Plaza",Rajasthan,Dausa,"26.527359, 76.250052",26.527359,76.250052,869.0,55.51,1.769598301185631,26.527359,76.250052,32.0008316,26.75727272
95,,,,,,,,,,28.575254,76.820849,5.965833187,6.337272644
96,Badopatti,Haryana,Bado patti,"29.298647,75.8199341",29.298647,75.8199341,740.0,46.4,2.109704641350211,29.298647,75.8199341,7.122499943,7.410909176
97,"Bagaliya Toll
Plaza",Rajasthan,Beawar,"25.8843501,74.1608431",25.8843501,74.1608431,603.0,36.71,2.651816494298595,25.8843501,74.1608431,1.514166713,1.519090891
98,"Bagdi KM 14 Toll
Plaza",Rajasthan,Dausa,"26.431950, 76.373506",26.43195,76.373506,694.0,43.14,2.265518803806072,26.43195,76.373506,2.339999914,3.24727273
99,"Bagepalli Toll
Plaza",Karnataka,Chikballapur,"13.79295,77.764358",13.79295,77.764358,722.0,45.12,2.168256721595837,13.79295,77.764358,5.804166794,5.109090805
100,"Baggar Toll
Plaza",Rajasthan,Gomti,"25.5903343,73.9028527",25.5903343,73.9028527,745.0,46.75,2.094240837696335,25.5903343,73.9028527,2.085833311,2.461818218
101,"Bagodara TOLL
PLAZA",Gujarat,Ahmedabad,"22.6307,72.1793",22.6307,72.1793,745.0,46.75,2.094240837696335,22.6307,72.1793,8.388333321,8.892726898
102,"Bagwada Fee
Plaza",Madhya Pradesh,Sehore,"22.781523,77.733774",22.781523,77.733774,733.0,45.9,2.132196162046908,22.781523,77.733774,8.461667061,7.455454826
103,Bahala Toll Plaza,Rajasthan,Alwar,"27.527300, 76.716900",27.5273,76.7169,612.0,37.35,2.607561929595828,27.5273,76.7169,6.366666794,6.102727413
104,"Baharagaon Toll
Plaza",Madhya Pradesh,HARDA,"22.315154, 77.250122",22.315154,77.250122,835.0,53.11,1.848087229717243,22.315154,77.250122,3.918333292,8.825454712
105,"Bahoripar TOLL
PLAZA",Madhya Pradesh,Jabalpur,"23.04675,79.9073666",23.04675,79.9073666,649.0,39.96,2.44140625,23.04675,79.9073666,3.983333349,4.536363602
106,Bahri Toll Plaza,Haryana,Bahri,"29.485337, 76.512439",29.485337,76.512439,806.0,51.06,1.920860545524395,29.485337,76.512439,15.39999962,9.642726898
107,Bainsi Toll Plaza,Haryana,Bainsi,"29.026614, 76.399856",29.026614,76.399856,819.0,51.98,1.887504718761797,29.026614,76.399856,9.88583374,12.85545444
108,Baiti Kala Plaza,Uttar Pradesh,Sultanpur,"26.054337 ,82.339392",26.054337,82.339392,891.0,57.07,1.722059583261581,26.054337,82.339392,5.208333492,9.752727509
109,"Bajna Ramp Toll
Plaza",Uttar Pradesh,Mathura,"27.883269, 77.666004",27.883269,77.666004,665.0,41.1,2.375296912114014,27.883269,77.666004,3.619999886,9.161818504
110,"Bajrangarh Toll
Plaza",Madhya Pradesh,Guna,"24.575655,77.286901",24.575655,77.286901,830.0,52.76,1.860119047619048,24.575655,77.286901,2.848333359,2.447272778
111,,,,,,,,,,22.8436452,79.3582326,1.173333406,1.077272773
112,Bakrol Toll Plaza,Gujarat,Ahmedabad,"22.935230, 72.519760",22.93523,72.51976,712.0,44.42,2.201673271686482,22.93523,72.51976,7.274166584,8.408182144
113,"Balachera Toll
Plaza",Assam,Cachar,"24.946609,92.756356",24.946609,92.756356,726.0,45.41,2.154708037060979,24.946609,92.756356,1.0,1.0
114,Balana Toll Plaza,Rajasthan,Pali,"25.293327,73.085753",25.293327,73.085753,822.0,52.19,1.880052641473961,25.293327,73.085753,1.625833273,1.356363654
115,Baleni Fee Plaza,Uttar Pradesh,Baleni,"28.959724,77.443155",28.959724,77.443155,963.0,62.16,1.583280557314756,28.959724,77.443155,9.643333435,6.096363544
116,"Balgudar Toll
Plaza",Bihar,Lakhisarai,"25.202348,86.081872",25.202348,86.081872,934.0,60.11,1.636393388970709,25.202348,86.081872,3.679166555,3.788181782
117,"Balibhasa Toll
Plaza",West Bengal,Balibhasa,"22.34462627,87.12665241",22.34462627,87.12665241,944.0,60.81,1.617861187510112,22.34462627,87.12665241,4.053333282,4.053636551
118,"Balluana Toll
Plaza",Punjab,Bhatinda,"30.227490, 74.763624",30.22749,74.763624,1013.0,65.69,1.49947518368571,30.22749,74.763624,12.48166656,9.530909538
119,,,,,,,,,,31.42038,76.7983,7.664166451,14.15818214
120,"Bamanbore
TOLL PLAZA",Gujarat,"Surendranag
ar","22.4097,71.0155",22.4097,71.0155,647.0,39.82,2.449779519843214,22.4097,71.0155,3.123333216,3.25818181
121,"Bamhori Kumari
Toll Plaza",Uttar Pradesh,Mahoba,"25.357245, 79.427843",25.357245,79.427843,848.0,54.03,1.817190623296384,25.357245,79.427843,2.5625,2.881818295
122,Bamla Toll Plaza,Haryana,Bhiwani,"28.804800, 76.223200",28.8048,76.2232,813.0,51.55,1.902949571836346,28.8048,76.2232,2.781666756,2.114545345
123,,,,,,,,,,21.7096842,85.5834615,2.725833416,8.081818581
124,Banda Km 50,Uttar Pradesh,Banda,"25.5275,80.4036",25.5275,80.4036,655.0,40.39,2.416042522348393,25.5275,80.4036,2.94749999,4.079091072
125,Bandapalli,Andhra Pradesh,Rayachoti,"14.131169,78.756820",14.131169,78.75682,625.0,38.27,2.546473134708429,14.131169,78.75682,1.13166666,1.0
126,"Bandlapalli Toll
Plaza",Andhra Pradesh,Bandlapalli,"13.336395, 78.612892",13.336395,78.612892,726.0,45.41,2.154708037060979,13.336395,78.612892,3.436666727,2.829090834
127,,,,,,,,,,15.1520743,76.6083795,5.382500172,3.884545565
128,"Banglaore-
Nelamangala",Karnataka,"Bangalore
Rural","13.090678,77.399788",13.090678,77.399788,649.0,39.96,2.44140625,13.090678,77.399788,57.96333313,56.96090698
129,,,,,,,,,,14.90999,75.2798,10.35833359,8.311818123
130,Bann Toll Plaza,Jammu & Kashmir,Udhampur,"32.838928,74.940536",32.838928,74.940536,757.0,47.6,2.05761316872428,32.838928,74.940536,4.120833397,4.090000153
131,"Bannerghatta
Road (P2) Plaza",Karnataka,Bengaluru,"12.850056,77.588333",12.850056,77.588333,713.0,44.49,2.198285337436799,12.850056,77.588333,37.76416779,29.44818115
132,"Bansa (Damoh)
Toll Plaza",Madhya Pradesh,Damoh,"23.805957, 79.370837",23.805957,79.370837,846.0,53.89,1.821825469120058,23.805957,79.370837,2.273333311,3.357272863
133,Banskopa Plaza,West Bengal,Durgapur,"23.4916993,87.3768623",23.4916993,87.3768623,722.0,45.12,2.168256721595837,23.4916993,87.3768623,45.08750153,50.54909134
134,Banthri,Rajasthan,Ajmer,"27.271443,74.345791",27.271443,74.345791,851.0,54.24,1.810282404055032,27.271443,74.345791,1.853333235,1.845454574
135,"Banushi Toll
Plaza",Uttarakhand,Dehradun,"28.932477,79.929189",28.932477,79.929189,648.0,39.89,2.445585717779408,28.932477,79.929189,2.917500019,3.156363726
136,Bara Toll Plaza,Uttar Pradesh,Haidergarh,"26.6294023,81.3329506",26.6294023,81.3329506,672.0,41.59,2.34796900680911,26.6294023,81.3329506,5.469166756,4.460000038
137,Barai Toll Plaza,West Bengal,Raiganj,"25.670914, 88.080268",25.670914,88.080268,713.0,44.49,2.198285337436799,25.670914,88.080268,17.4058342,10.68999958
138,"Barajore toll
plaza",Uttar Pradesh,"Kanpur
Dehat","26.3854208,80.018945",26.3854208,80.018945,569.0,34.31,2.832058906825262,26.3854208,80.018945,27.77249908,25.19000053
139,"Baretha KM
21.120",Madhya Pradesh,Gwalior,"26.320813,78.272572",26.320813,78.272572,841.0,53.53,1.833852924995415,26.320813,78.272572,4.421666622,4.972727299
140,Baretha or Jajau,Uttar Pradesh,Agra,"26.932005,77.933357",26.932005,77.933357,472.0,27.46,3.513703443429375,26.932005,77.933357,5.380000114,5.78363657
141,"Barkheda Toll
Plaza",Rajasthan,Jaipur,"26.68816,75.904726",26.68816,75.904726,813.0,51.55,1.902949571836346,26.68816,75.904726,6.1875,7.599091053
142,Baroli Toll Plaza,Madhya Pradesh,Indore,"22.816212,75.848384",22.816212,75.848384,670.0,41.45,2.355712603062426,22.816212,75.848384,6.292500019,10.05090904
143,Baros Toll Plaza,Uttar Pradesh,Hathras,"27.335508,78.031048",27.335508,78.031048,788.0,49.79,1.968891514077574,27.335508,78.031048,3.701666594,3.891818285
144,"Barsalpur Toll
Plaza",Rajasthan,Goru,"28.047877, 72.349573",28.047877,72.349573,788.0,49.79,1.968891514077574,28.047877,72.349573,1.146666646,1.0
145,"Barsoni Toll
Plaza",Bihar,Purnia,"25.804725,87.590748",25.804725,87.590748,714.0,44.56,2.194907813871817,25.804725,87.590748,2.994166613,3.376363754
146,"Basanthnagar
Toll Plaza",Telangana,Karimnagar,"18.7042, 79.417",18.7042,79.417,763.0,48.02,2.039983680130559,18.7042,79.417,5.645833492,4.71454525
147,"Basapuram Toll
Plaza",Andhra pradesh,Mydukur,"14.7082937,78.8723146",14.7082937,78.8723146,616.0,37.63,2.588661661920787,14.7082937,78.8723146,1.49666667,1.50363636
148,"Basheerapur
Toll Plaza",Uttar Pradesh,Kannauj,"27.073778, 79.843390",27.073778,79.84339,863.0,55.09,1.782848992690319,27.073778,79.84339,15.45416641,12.75272751
149,Bass Toll Plaza,Haryana,Bass,"29.127304,76.209427",29.127304,76.209427,847.0,53.96,1.819505094614265,29.127304,76.209427,3.402499914,3.031818151
150,Bassi,Rajasthan,Chittaurgarh,"25.033192,74.816392",25.033192,74.816392,638.0,39.19,2.488181139586962,25.033192,74.816392,4.472499847,4.918181896
151,"Baswant Toll
Plaza",Maharashtra,Nashik,"20.141754,73.9764485",20.141754,73.9764485,810.0,51.34,1.910584638899503,20.141754,73.9764485,4.875,4.863636494
152,"Bathalapalli Toll
Plaza",Andhra Pradesh,Bathalapalli,"14.50018,77.79659",14.50018,77.79659,805.0,50.99,1.923446816695518,14.50018,77.79659,1.482499957,1.413636327
153,"Beechagondana
halli",Karnataka,"Beechagond
anahalli","13.263241, 77.944733",13.263241,77.944733,706.0,43.99,2.222716159146477,13.263241,77.944733,4.166666508,4.100909233
154,"Beer Mandi Toll
Plaza",Rajasthan,Suket,"24.642639, 76.027472",24.642639,76.027472,587.0,35.58,2.733734281027884,24.642639,76.027472,16.30666733,16.92000008
155,Behram,Punjab,Behram,"31.2044330,75.8767990",31.204433,75.876799,749.0,47.03,2.082032063293775,31.204433,75.876799,10.03333282,8.013636589
156,Bela,Madhya Pradesh,Sagar,"25.076435,79.327525",25.076435,79.327525,546.0,32.69,2.968239833778569,25.076435,79.327525,1.0,1.0
157,Bela Toll Plaza,Madhya Pradesh,"Rampur
Baghelan","24.493444, 81.143406",24.493444,81.143406,761.0,47.88,2.04582651391162,24.493444,81.143406,4.087500095,2.637272596
158,Belekeri,Karnataka,Hattikeri,"14.7104272,74.2935113",14.7104272,74.2935113,1074.0,70.0,1.408450704225352,14.7104272,74.2935113,4.074999809,2.374545574
159,Belgada Toll Plaza,Uttar Pradesh,Gorakhpur,"27.11918695074507,
82.89602275148907",27.11918695,82.89602275,788.0,49.79,1.968891514077574,27.11918695,82.89602275,3.095833302,3.301818132
160,"Beliyad toll
plaza",Jharkhand,Dhanbad,"23.763627,86.79803",23.763627,86.79803,598.0,36.36,2.676659528907923,23.763627,86.79803,17.06666756,14.03999996
161,Bellur Toll Plaza,Karnataka,Mandya,"12.9628049,76.7704144",12.9628049,76.7704144,583.0,35.3,2.754820936639119,12.9628049,76.7704144,5.626666546,4.371818066
162,"Belon TOLL
PLAZA",Uttar Pradesh,Narora,"28.1884316,78.3480532",28.1884316,78.3480532,734.0,45.97,2.129018522461145,28.1884316,78.3480532,1.202499986,1.216363668
163,Belsari,Uttar Pradesh,Ghazipur,"25.6376960, 83.8398360",25.637696,83.839836,652.0,40.18,2.428363283147159,25.637696,83.839836,32.56999969,18.22545433
164,"Bhadarabad
TOLL PLAZA",Uttarakhand,Bhadarabad,"29.911694,78.020722",29.911694,78.020722,823.0,52.26,1.877581674802854,29.911694,78.020722,11.74166679,18.80090904
165,"Bhadbhid Fee
Plaza",Gujarat,Bhavnagar,"21.985168, 72.091870",21.985168,72.09187,790.0,49.93,1.96347928529354,21.985168,72.09187,20.40416718,13.6245451
166,"Bhadera Toll
Plaza",Rajasthan,Bikaner,"28.594353,73.810058",28.594353,73.810058,689.0,42.79,2.283626398721169,28.594353,73.810058,1.652500033,1.785454512
167,"Bhadesar Toll
Plaza",Bihar,Jogbani,"26.343119,87.236811",26.343119,87.236811,715.0,44.63,2.191540653079115,26.343119,87.236811,6.410833359,6.336363792
168,"Bhadoti Toll
Plaza",Rajasthan,"Sawai
Madhopur","26.224711, 76.370728",26.224711,76.370728,464.0,26.89,3.585514521333812,26.224711,76.370728,1.519166708,1.524545431
169,"Bhagada
Narayanpur Toll",Odisha,Bhadrak,"20.944516, 86.327633",20.944516,86.327633,906.0,58.13,1.691188905800778,20.944516,86.327633,8.470833778,13.10454559
170,Bhagalpur Toll,Bihar,Bhagalpur,"25.2322,87.0094",25.2322,87.0094,611.0,37.28,2.612330198537095,25.2322,87.0094,9.578332901,8.793636322
171,"Bhagan Toll
Plaza",Haryana,Sonipat,"29.071744,77.0601904",29.071744,77.0601904,764.0,48.09,2.037074760643716,29.071744,77.0601904,37.17333221,36.54545593
172,"BHAGOMAJRA
TOLL PLAZA",Punjab,SAS NAGAR,"30.760763,76.607911",30.760763,76.607911,786.0,49.65,1.974333662388944,30.760763,76.607911,14.12583351,14.25090885
173,"Bhagupur Toll
Plaza",Punjab,Jammu,"29.910500, 76.507130",29.9105,76.50713,810.0,51.34,1.910584638899503,29.9105,76.50713,3.212500095,3.364545345
174,"Bhagwada Toll
Plaza",Gujarat,Valsad,"20.43495,72.917204",20.43495,72.917204,655.0,40.39,2.416042522348393,20.43495,72.917204,8.155833244,8.093636513
175,"Bhagwanpur
Toll Plaza",Uttarakhand,Bhagwanpur,"29.931253,77.820383",29.931253,77.820383,707.0,44.06,2.219263204616067,29.931253,77.820383,33.26749802,30.41636276
176,"Bhalgam Toll
Plaza",Gujarat,"Banaskanth
a","23.912345,71.783983",23.912345,71.783983,602.0,36.64,2.656748140276302,23.912345,71.783983,3.143333435,4.146363735
177,"Bhalkhi Toll
Plaza",Haryana,Bhalkhi,"28.208603, 76.203269",28.208603,76.203269,527.0,31.34,3.092145949288806,28.208603,76.203269,2.370833397,3.398181915
178,"Bhamb Raja Toll
Plaza",Maharashtra,Yavatmal,"20.2348930,78.0174340",20.234893,78.017434,602.0,36.64,2.656748140276302,20.234893,78.017434,4.495833397,2.769999981
179,"Bhandaraj Fee
Plaza",Rajasthan,Dausa,"26.916680, 76.432023",26.91668,76.432023,806.0,51.06,1.920860545524395,26.91668,76.432023,16.79500008,13.51090908
180,"Bharatkhund
TOLL PLAZA",Uttar Pradesh,Varanasi,"26.635829,82.126764",26.635829,82.126764,889.0,56.93,1.726221301570861,26.635829,82.126764,4.846666813,6.578181744
181,"Bharudi Toll
Plaza",Gujarat,Rajkot,"21.805381,70.663976",21.805381,70.663976,584.0,35.37,2.749518834204014,21.805381,70.663976,4.345000267,3.793636322
182,"Bharvir Toll
Plaza",Maharashtra,Nashik,"19.752854, 73.775314",19.752854,73.775314,652.0,40.18,2.428363283147159,19.752854,73.775314,12.67000008,30.82454681
183,Bhat Toll Plaza,Gujarat,Ahmedabad,"23.115640, 72.642100",23.11564,72.6421,791.0,50.0,1.96078431372549,23.11564,72.6421,16.38666725,17.08636284
184,"Bhatia  Toll
Plaza",Gujarat,Surat,"21.090354,72.922502",21.090354,72.922502,771.0,48.59,2.016535591853196,21.090354,72.922502,26.82416725,22.28999901
185,"Bhatwada Toll
Plaza",Gujarat,Dahod,"22.79296,73.842845",22.79296,73.842845,752.0,47.24,2.072968490878939,22.79296,73.842845,8.215833664,6.983636379
186,Bhavdeen Plaza,Haryana,Sirsa,"29.5326385,75.2009966",29.5326385,75.2009966,729.0,45.62,2.145002145002145,29.5326385,75.2009966,3.590833426,2.813636303
187,Bhelara,Uttar Pradesh,Sultanpur,"26.2269380, 82.6707030",26.226938,82.670703,580.0,35.09,2.770850651149903,26.226938,82.670703,8.939167023,11.90454578
188,"Bhiknoor Toll
Plaza",Telangana,Nizamabad,"18.20539,78.398299",18.20539,78.398299,827.0,52.54,1.867762420620097,18.20539,78.398299,3.201666832,4.991818428
189,Bhiladi Toll Plaza,Gujarat,"Banaskanth
a","24.143877,71.977151",24.143877,71.977151,545.0,32.61,2.975304968759298,24.143877,71.977151,2.435833216,5.557272434
190,"Bhimpura Toll
Plaza",Madhya Pradesh,Bhind,"26.657489,78.869295",26.657489,78.869295,747.0,46.89,2.088118605136772,26.657489,78.869295,1.248333335,1.115454555
191,"BhitahaToll
Plaza",Uttar Pradesh,Gorakhpur,"26.59920,83.40222",26.5992,83.40222,806.0,51.06,1.920860545524395,26.5992,83.40222,3.706666708,9.74636364
192,Bhiwadi Toll,Rajasthan,Alwar,"28.174303, 76.824531",28.174303,76.824531,690.0,42.86,2.279981760145919,28.174303,76.824531,10.22166634,11.34000015
193,"Bhiwandi Toll
Plaza",Maharashtra,Thane,"19.281255, 73.048291",19.281255,73.048291,668.0,41.31,2.363507445048452,19.281255,73.048291,26.1875,27.4290905
194,"Bhojpur Plaza
DME KM 4570",Uttar Pradesh,Ghaziabad,"28.800192,77.619238",28.800192,77.619238,629.0,38.55,2.528445006321113,28.800192,77.619238,7.852499962,7.539999962
195,"Bhojpuri Toll
Plaza",Chhattisgarh,Saragaon,"21.9322781,82.0123636",21.9322781,82.0123636,607.0,37.0,2.631578947368421,21.9322781,82.0123636,4.896666527,3.698181868
196,"Bhooka Toll
Plaza",Rajasthan,Barmer,"25.640861, 72.000211",25.640861,72.000211,875.0,55.94,1.756234632946962,25.640861,72.000211,2.023333311,1.806363583
197,"Bhopal Vidisha
Toll Plaza",Madhya Pradesh,"Sukhisewani
a","23.371140, 77.502870",23.37114,77.50287,577.0,34.88,2.787068004459309,23.37114,77.50287,2.081666708,1.789090872
198,"Bhordu Toll
Plaza",Gujarat,Bhordu,"24.494001,72.268802",24.494001,72.268802,692.0,43.0,2.272727272727273,24.494001,72.268802,1.271666646,1.0
199,"Bhourasa Toll
Plaza",Madhya Pradesh,Dewas,"22.9751708,76.2184202",22.9751708,76.2184202,704.0,43.85,2.229654403567447,22.9751708,76.2184202,4.96333313,9.224545479
200,"Bhramanapalli
Toll Plaza",Andhra Pradesh,"Bhramanapa
lli","14.7359233,79.0492478",14.7359233,79.0492478,839.0,53.39,1.838573267144696,14.7359233,79.0492478,8.018333435,7.979090691
201,Bhuni Toll Plaza,Uttar Pradesh,Meerut,"29.125868,77.576617",29.125868,77.576617,839.0,53.39,1.838573267144696,29.125868,77.576617,3.450000048,10.88727283
